account_number,asset_name,cusip,shares,market_value
HJ01,E TRADE FINANCIAL CORP COMMON STOCK USD.01,'269246401,4116,238975
HJ01,EAGLE MATERIALS INC COMMON STOCK USD.01,26969P108,6091,626338
HJ01,ELLIE MAE INC COMMON STOCK USD.0001,28849P100,5483,491935
HJ01,ENCORE WIRE CORP COMMON STOCK USD.01,'292562105,6623,379498
HJ01,EURONAV NV COMMON STOCK NPV,B38564108,15979,140615
HJ01,EURONET WORLDWIDE INC COMMON STOCK USD.02,'298736109,4399,342198
HJ01,EVEREST RE GROUP LTD COMMON STOCK USD.01,G3223R108,2530,616991
HJ01,FABRINET COMMON STOCK USD.01,G3323L100,5770,180774
HJ01,FERROGLOBE PLC COMMON STOCK USD7.5,G33856108,83735,936995
HJ01,FERROGLOBE REP + WRNTY INS TRU NON TRANSFERABLE BENE INT UNIT,962CDS906,78757,0
HJ01,FIRST BANCORP PUERTO RICO COMMON STOCK USD.1,'318672706,49884,324745
HJ01,FIRST HORIZON NATIONAL CORP COMMON STOCK USD.625,'320517105,12614,233359
HJ01,FLEX LTD COMMON STOCK,Y2573F102,39828,695397
HJ01,FMC CORP COMMON STOCK USD.1,'302491303,10503,869018
HJ01,FORTERRA INC COMMON STOCK USD.001,34960W106,51315,468506
HJ01,GASLOG LTD COMMON STOCK USD.01,G37585109,28974,530224
HJ01,GLOBAL EAGLE ENTERTAINMENT I COMMON STOCK USD.0001,37951D102,119859,135441
HJ01,GLOBAL PAYMENTS INC COMMON STOCK,37940X102,4365,491324
HJ01,GOGO INC COMMON STOCK USD.0001,38046C109,57979,536306
HJ01,GOLAR LNG LTD COMMON STOCK USD1.0,G9456A100,6931,203979
HJ01,GRANITE CONSTRUCTION INC COMMON STOCK USD.01,'387328107,6865,386362
HJ01,GRAPHIC PACKAGING HOLDING CO COMMON STOCK USD.01,'388689101,26930,433034
HJ01,GREEN DOT CORP CLASS A COMMON STOCK USD.001,39304D102,6844,431583
HJ01,GREENHILL + CO INC COMMON STOCK USD.01,'395259104,14241,282684
HJ01,HAWAIIAN HOLDINGS INC COMMON STOCK USD.01,'419879101,3930,157790
HJ01,IBERIABANK CORP COMMON STOCK USD1.0,'450828108,2176,168096
HJ01,ILLUMINA INC COMMON STOCK USD.01,'452327109,1200,300000
HJ01,IMPAX LABORATORIES INC COMMON STOCK USD.01,45256B101,11223,226705
HJ01,INFINERA CORP COMMON STOCK USD.001,45667G103,29745,346232
HJ01,INNOPHOS HOLDINGS INC COMMON STOCK USD.001,45774N108,3302,140038
HJ01,INPHI CORP COMMON STOCK,45772F107,9605,308705
HJ01,INSULET CORP COMMON STOCK USD.001,45784P101,22612,2004328
HJ01,INTEGRATED DEVICE TECH INC COMMON STOCK USD.001,'458118106,19983,637258
HJ01,INTERFACE INC COMMON STOCK USD.1,'458665304,13150,339928
HJ01,ITRON INC COMMON STOCK,'465741106,10601,759032
HJ01,JABIL INC COMMON STOCK USD.001,'466313103,23405,687171
HJ01,JETBLUE AIRWAYS CORP COMMON STOCK USD.01,'477143101,23921,477702
HJ01,KBR INC COMMON STOCK USD.001,48242W106,14776,252670
HJ01,KIRBY CORP COMMON STOCK USD.1,'497266106,5015,439063
HJ01,KNIGHT SWIFT TRANSPORTATION COMMON STOCK USD.001,'499049104,9822,437865
HJ01,KRATON CORP COMMON STOCK USD.01,50077C106,22794,1203751
HJ01,LEUCADIA NATIONAL CORP COMMON STOCK USD1.0,'527288104,18718,455222
HJ01,LIONS GATE ENTERTAINMENT B COMMON STOCK,'535919500,17622,434030
HJ01,LPL FINANCIAL HOLDINGS INC COMMON STOCK,50212V100,8625,517155
HJ01,LSI INDUSTRIES INC COMMON STOCK,50216C108,24015,187557
HJ01,MACOM TECHNOLOGY SOLUTIONS H COMMON STOCK USD.001,55405Y100,34769,622017
HJ01,MACQUARIE INFRASTRUCTURE COR COMMON STOCK USD.001,55608B105,15820,629636
HJ01,MARTIN MARIETTA MATERIALS COMMON STOCK USD.01,'573284106,1989,404841
HJ01,MASTEC INC COMMON STOCK USD.1,'576323109,23187,1080514
HJ01,MAXIM INTEGRATED PRODUCTS COMMON STOCK USD.001,57772K101,10132,593431
HJ01,MERITOR INC COMMON STOCK USD1.0,59001K100,28078,607327
HJ01,MODINE MANUFACTURING CO COMMON STOCK USD.625,'607828100,13483,281121
HJ01,MONOLITHIC POWER SYSTEMS INC COMMON STOCK USD.001,'609839105,9823,1215891
HJ01,MRC GLOBAL INC COMMON STOCK USD.01,55345K103,15207,286956
HJ01,MYRIAD GENETICS INC COMMON STOCK USD.01,62855J104,17044,493424
HJ01,NAVIGATOR HOLDINGS LTD COMMON STOCK,Y62132108,20301,229401
HJ01,NUANCE COMMUNICATIONS INC COMMON STOCK USD.001,67020Y100,38787,593829
HJ01,ON SEMICONDUCTOR CORP COMMON STOCK USD.01,'682189105,20549,525232
HJ01,PACIFIC BIOSCIENCES OF CALIF COMMON STOCK USD.0001,69404D108,31630,82554
HJ01,PLANET FITNESS INC   CL A COMMON STOCK USD.0001,72703H101,10823,441470
HJ01,PLATFORM SPECIALTY PRODUCTS COMMON STOCK USD.01,72766Q105,35486,365506
HJ01,POPULAR INC COMMON STOCK USD.01,'733174700,13422,574327
HJ01,PRA GROUP INC COMMON STOCK USD.01,69354N106,8173,298723
HJ01,QIAGEN N.V. COMMON STOCK EUR.01,N72482123,12795,423259
HJ01,QORVO INC COMMON STOCK USD.0001,74736K101,16432,1201508
HJ01,QUICKLOGIC CORP COMMON STOCK USD.001,74837P108,142183,230336
HJ01,RAYMOND JAMES FINANCIAL INC COMMON STOCK USD.01,'754730109,6353,550043
HJ01,ROGERS CORP COMMON STOCK USD1.0,'775133101,7512,925178
HJ01,SANGAMO THERAPEUTICS INC COMMON STOCK USD.01,'800677106,10385,201988
HJ01,SEMTECH CORP COMMON STOCK USD.01,'816850101,15144,662550
HJ01,SIGNATURE BANK COMMON STOCK USD.01,82669G104,4753,642225
HJ01,SILICON LABORATORIES INC COMMON STOCK USD.0001,'826919102,2962,281686
HJ01,SKYWORKS SOLUTIONS INC COMMON STOCK USD.25,83088M102,9879,977626
HJ01,SM ENERGY CO COMMON STOCK USD.01,78454L100,14582,317304
HJ01,STERIS PLC COMMON STOCK,G84720104,4884,473064
HJ01,TAHOE RESOURCES INC COMMON STOCK,'873868103,96827,524802
HJ01,TAILORED BRANDS INC COMMON STOCK USD.01,87403A107,24662,740846
HJ01,TANDEM DIABETES CARE INC COMMON STOCK,'875372203,59246,447900
HJ01,TECHNIPFMC PLC COMMON STOCK USD1.0,G87110105,5650,187750
HJ01,TESARO INC COMMON STOCK USD.0001,'881569107,3051,166371
HJ01,TIVO CORP COMMON STOCK USD.001,88870P106,77801,1178685
HJ01,TREX COMPANY INC COMMON STOCK USD.01,89531P105,6125,698128
HJ01,TRONOX LTD CL A COMMON STOCK USD.01,Q9235V101,31977,642098
HJ01,TUTOR PERINI CORP COMMON STOCK USD1.0,'901109108,52338,1151436
HJ01,UNITED CONTINENTAL HOLDINGS COMMON STOCK USD.01,'910047109,38221,2697638
HJ01,UNIVERSAL DISPLAY CORP COMMON STOCK USD.01,91347P105,5913,587161
HJ01,UNIVERSAL ELECTRONICS INC COMMON STOCK USD.01,'913483103,13018,654805
HJ01,VEECO INSTRUMENTS INC COMMON STOCK USD.01,'922417100,35065,613638
HJ01,VISTA OUTDOOR INC COMMON STOCK USD.01,'928377100,35061,640214
HJ01,WABCO HOLDINGS INC COMMON STOCK USD.01,92927K102,1790,247826
HJ01,WATSCO INC COMMON STOCK USD.5,'942622200,3150,602217
HJ01,WEBSTER FINANCIAL CORP COMMON STOCK USD.01,'947890109,7087,387163
HJ01,WR BERKLEY CORP COMMON STOCK USD.2,'084423102,5674,420443
HJ01,XPERI CORP COMMON STOCK USD.001,98421B100,14904,345773
HJ05,AFL CIO BLDG INVSTMT TRUST MUTUAL FUND,ACI029TN2,1397,9666489
HJ05,AFL CIO EQUITY INDEX FUND MUTUAL FUND,ACI01V146,1577133,36194404
HJ05,AFL CIO HSG INVT TR ,'001055995,31499,34505976
HJ05,AMERICAN CORE REALTY FUND REAL ESTATE,928BVM904,93,11359704
HJ05,ARTISAN GLOBAL OPPORTUNITIES CIT,ACI020PG0,1261946,27447333
HJ05,BOSTON PARTNERS GLOBAL EQUITY BOSTON PART GLOBAL EQTY INST,74925K557,1325280,24676720
HJ05,DYAL OFFSHORE INVESTORS LP LIMITED PARTNERSHIP,ACI014M19,5924154,7716566
HJ05,HARBOURVEST 2017 GLOBAL FD ,932RRZ909,3017815,3070862
HJ05,JOHNSTON IE GROUP TRUST IE GRUP TRUST,ACI00CB63,688928,19589857
HJ05,LOOMIS MULTISECTR FULL DISCRTN TR B,54399U992,2184997,47414435
HJ05,MONDRIAN ALL COUNTRIES WORLD EX US EQUITY FUND,60999B995,758799,15477506
HJ05,MULTI EMPLOYER PROPERTY TRUST ,'625993910,898,9629160
HJ05,STATE STREET EMERGING MARKETS STATE ST EMG MKT EQTY IDX K,'857492193,950746,14013994
HJ05,STATE STREET U.S. TREASURY INF CMTP,931HJC902,318945,8046338
HJ05,ULLICO J FOR JOBS ,'903999969,542,7932930
HJ18,ABBOTT LABORATORIES COMMON STOCK,'002824100,10958,652220
HJ18,ACTIVISION BLIZZARD INC COMMON STOCK USD.000001,00507V109,2922,200712
HJ18,AFLAC INC COMMON STOCK USD.1,'001055102,14794,666026
HJ18,AIR LEASE CORP COMMON STOCK USD.01,00912X302,11040,475714
HJ18,ALLEGHANY CORP COMMON STOCK USD1.0,'017175100,869,515152
HJ18,ALLIANCE DATA SYSTEMS CORP COMMON STOCK USD.01,'018581108,1684,359719
HJ18,ALLSCRIPTS HEALTHCARE SOLUTI COMMON STOCK USD.01,01988P108,8565,106806
HJ18,ALLSTATE CORP COMMON STOCK USD.01,'020002101,5960,582828
HJ18,ALPHABET INC CL A COMMON STOCK USD.001,02079K305,641,689325
HJ18,ALTRIA GROUP INC COMMON STOCK USD.333,02209S103,7461,458852
HJ18,AMDOCS LTD COMMON STOCK GBP.0001,G02602103,4551,306328
HJ18,AMERICAN INTERNATIONAL GROUP COMMON STOCK USD2.5,'026874784,14532,791413
HJ18,AMETEK INC COMMON STOCK USD.01,'031100100,4292,330398
HJ18,ANADARKO PETROLEUM CORP COMMON STOCK USD.1,'032511107,3852,255580
HJ18,ANALOG DEVICES INC COMMON STOCK USD.167,'032654105,3603,340736
HJ18,ANDEAVOR COMMON STOCK USD.167,03349M105,4959,578715
HJ18,ANTHEM INC COMMON STOCK USD.01,'036752103,3412,786978
HJ18,AON PLC COMMON STOCK USD.01,G0408V102,3798,547672
HJ18,ARROW ELECTRONICS INC COMMON STOCK USD1.0,'042735100,5614,439296
HJ18,BANK OF AMERICA CORP COMMON STOCK USD.01,'060505104,48243,1424616
HJ18,BB+T CORP COMMON STOCK USD5.0,'054937107,14769,747754
HJ18,BELDEN INC COMMON STOCK USD.01,'077454106,3697,258531
HJ18,BEST BUY CO INC COMMON STOCK USD.1,'086516101,3524,265710
HJ18,BOOKING HOLDINGS INC COMMON STOCK USD.008,09857L108,277,604026
HJ18,CAPITAL ONE FINANCIAL CORP COMMON STOCK USD.01,14040H105,5884,571572
HJ18,CARDINAL HEALTH INC COMMON STOCK,14149Y108,4096,261693
HJ18,CEMEX SAB SPONS ADR PART CER ADR,'151290889,33448,240491
HJ18,CHUBB LTD COMMON STOCK,H1467J104,6476,884039
HJ18,CIGNA CORP COMMON STOCK USD.25,'125509109,2000,350420
HJ18,CIMAREX ENERGY CO COMMON STOCK USD.01,'171798101,3071,310079
HJ18,CISCO SYSTEMS INC COMMON STOCK USD.001,17275R102,32932,1469755
HJ18,CITIGROUP INC COMMON STOCK USD.01,'172967424,18046,1244813
HJ18,COGNIZANT TECH SOLUTIONS A COMMON STOCK USD.01,'192446102,4734,391502
HJ18,COMCAST CORP CLASS A COMMON STOCK USD.01,20030N101,8084,268955
HJ18,CRH PLC SPONSORED ADR ADR,12626K203,9406,325354
HJ18,CROWN HOLDINGS INC COMMON STOCK USD5.0,'228368106,4587,240084
HJ18,CUMMINS INC COMMON STOCK USD2.5,'231021106,2593,442962
HJ18,CVS HEALTH CORP COMMON STOCK USD.01,'126650100,6419,427570
HJ18,DELTA AIR LINES INC COMMON STOCK USD.0001,'247361702,7304,403254
HJ18,DIAMONDBACK ENERGY INC COMMON STOCK USD.01,25278X109,2666,338849
HJ18,DISCOVER FINANCIAL SERVICES COMMON STOCK USD.01,'254709108,4872,351222
HJ18,DOVER CORP COMMON STOCK USD1.0,'260003108,3157,303040
HJ18,DXC TECHNOLOGY CO COMMON STOCK USD.01,23355L106,11121,1162033
HJ18,EBAY INC COMMON STOCK USD.001,'278642103,29025,1211794
HJ18,ELECTRONIC ARTS INC COMMON STOCK USD.01,'285512109,1719,214755
HJ18,ENERGEN CORP COMMON STOCK USD.01,29265N108,3393,231301
HJ18,ENERSYS COMMON STOCK USD.01,29275Y102,5468,392220
HJ18,EQT CORP COMMON STOCK,26884L109,6171,303243
HJ18,FCB FINANCIAL HOLDINGS CL A COMMON STOCK USD.001,30255G103,3423,191859
HJ18,FIAT CHRYSLER AUTOMOBILES NV COMMON STOCK EUR.01,N31738102,8690,211080
HJ18,FIDELITY NATIONAL INFO SERV COMMON STOCK USD.01,31620M106,1898,185112
HJ18,FIFTH THIRD BANCORP COMMON STOCK,'316773100,10757,331100
HJ18,FLEX LTD COMMON STOCK,Y2573F102,25564,446347
HJ18,FMC CORP COMMON STOCK USD.1,'302491303,2190,181201
HJ18,FORTIVE CORP COMMON STOCK USD.01,34959J108,4813,371275
HJ18,GENERAL DYNAMICS CORP COMMON STOCK USD1.0,'369550108,2428,547490
HJ18,GILEAD SCIENCES INC COMMON STOCK USD.001,'375558103,12591,952887
HJ18,GOLDMAN SACHS GROUP INC COMMON STOCK USD.01,38141G104,2217,563118
HJ18,GRAPHIC PACKAGING HOLDING CO COMMON STOCK USD.01,'388689101,21567,346797
HJ18,GULFPORT ENERGY CORP COMMON STOCK USD.01,'402635304,8775,83275
HJ18,HEWLETT PACKARD ENTERPRISE COMMON STOCK USD.01,42824C109,28065,496189
HJ18,HP INC COMMON STOCK USD.01,40434L105,27957,615893
HJ18,HUNTINGTON BANCSHARES INC COMMON STOCK USD.01,'446150104,34360,497876
HJ18,HURON CONSULTING GROUP INC COMMON STOCK USD.01,'447462102,3552,137818
HJ18,INTERPUBLIC GROUP OF COS INC COMMON STOCK USD.1,'460690100,22008,530393
HJ18,JABIL INC COMMON STOCK USD.001,'466313103,13696,402115
HJ18,JAZZ PHARMACEUTICALS PLC COMMON STOCK USD.0001,G50871105,2201,347846
HJ18,JOHNSON + JOHNSON COMMON STOCK USD1.0,'478160104,7357,939636
HJ18,JPMORGAN CHASE + CO COMMON STOCK USD1.0,46625H100,17438,1906322
HJ18,KEYCORP COMMON STOCK USD1.0,'493267108,32684,616747
HJ18,KLA TENCOR CORP COMMON STOCK USD.001,'482480100,3073,332622
HJ18,LABORATORY CRP OF AMER HLDGS COMMON STOCK USD.1,50540R409,3650,611740
HJ18,LEAR CORP COMMON STOCK USD.01,'521865204,2303,454428
HJ18,LEIDOS HOLDINGS INC COMMON STOCK USD.0001,'525327102,3011,202309
HJ18,LOEWS CORP COMMON STOCK USD.01,'540424108,13886,708464
HJ18,MANPOWERGROUP INC COMMON STOCK USD.01,56418H100,3363,398885
HJ18,MARATHON OIL CORP COMMON STOCK USD1.0,'565849106,31973,582868
HJ18,MCKESSON CORP COMMON STOCK USD.01,58155Q103,5200,776256
HJ18,MEDTRONIC PLC COMMON STOCK USD.1,G5960L103,11559,926916
HJ18,MERCK + CO. INC. COMMON STOCK USD.5,58933Y105,17826,1050308
HJ18,METLIFE INC COMMON STOCK USD.01,59156R108,9503,446641
HJ18,MICROSOFT CORP COMMON STOCK USD.00000625,'594918104,10188,982531
HJ18,MOMO INC SPON ADR ADR USD.0001,60879B107,7513,266336
HJ18,NAVIENT CORP COMMON STOCK USD.01,63938C108,17478,231584
HJ18,NETAPP INC COMMON STOCK USD.001,64110D104,9469,655444
HJ18,NETEASE INC ADR ADR USD.0001,64110W102,1409,390603
HJ18,NEWFIELD EXPLORATION CO COMMON STOCK USD.01,'651290108,5823,162403
HJ18,NIELSEN HOLDINGS PLC COMMON STOCK EUR.07,G6518L108,6736,231786
HJ18,NOVARTIS AG SPONSORED ADR ADR,66987V109,9934,811608
HJ18,OMNICOM GROUP COMMON STOCK USD.15,'681919106,2890,216028
HJ18,ON SEMICONDUCTOR CORP COMMON STOCK USD.01,'682189105,12071,308535
HJ18,ORACLE CORP COMMON STOCK USD.01,68389X105,24582,1157321
HJ18,PACCAR INC COMMON STOCK USD1.0,'693718108,9162,649403
HJ18,PARSLEY ENERGY INC CLASS A COMMON STOCK USD.01,'701877102,19519,594744
HJ18,PEPSICO INC COMMON STOCK USD.017,'713448108,7858,840649
HJ18,PFIZER INC COMMON STOCK USD.05,'717081103,19756,720896
HJ18,PHILLIPS 66 COMMON STOCK,'718546104,4201,457447
HJ18,PIONEER NATURAL RESOURCES CO COMMON STOCK USD.01,'723787107,3369,655102
HJ18,PRUDENTIAL FINANCIAL INC COMMON STOCK USD.01,'744320102,5791,612919
HJ18,QORVO INC COMMON STOCK USD.0001,74736K101,8555,625542
HJ18,RAYMOND JAMES FINANCIAL INC COMMON STOCK USD.01,'754730109,4322,374199
HJ18,ROBERT HALF INTL INC COMMON STOCK USD.001,'770323103,3254,196704
HJ18,ROCHE HOLDINGS LTD SPONS ADR ADR,'771195104,9775,273896
HJ18,SCHWAB (CHARLES) CORP COMMON STOCK USD.01,'808513105,4851,253125
HJ18,SLM CORP COMMON STOCK USD.2,78442P106,11515,132307
HJ18,SPIRIT AEROSYSTEMS HOLD CL A COMMON STOCK USD.01,'848574109,3302,266141
HJ18,STANLEY BLACK + DECKER INC COMMON STOCK USD2.5,'854502101,1974,310668
HJ18,STATE STREET CORP COMMON STOCK USD1.0,'857477103,4806,487425
HJ18,SYMANTEC CORP COMMON STOCK USD.01,'871503108,9686,270336
HJ18,SYNCHRONY FINANCIAL COMMON STOCK USD.001,87165B103,5032,175566
HJ18,TARGA RESOURCES CORP COMMON STOCK USD.001,87612G101,3847,184771
HJ18,TD AMERITRADE HOLDING CORP COMMON STOCK USD.01,87236Y108,3510,209512
HJ18,TE CONNECTIVITY LTD COMMON STOCK CHF.57,H84989104,7551,771561
HJ18,TEXTRON INC COMMON STOCK USD.125,'883203101,4356,278740
HJ18,TORCHMARK CORP COMMON STOCK USD1.0,'891027104,3222,276158
HJ18,TRACTOR SUPPLY COMPANY COMMON STOCK USD.008,'892356106,3077,186651
HJ18,TRINSEO SA COMMON STOCK USD.01,L9340P101,2546,201389
HJ18,UNITED TECHNOLOGIES CORP COMMON STOCK USD1.0,'913017109,5019,626371
HJ18,UNITEDHEALTH GROUP INC COMMON STOCK USD.01,91324P102,2797,661211
HJ18,VERSUM MATERIALS INC COMMON STOCK USD1.0,92532W103,6644,252472
HJ18,WELLS FARGO + CO COMMON STOCK USD1.666,'949746101,5561,280219
HJ18,WESCO INTERNATIONAL INC COMMON STOCK USD.01,95082P105,4903,311341
HJ18,WHITE MOUNTAINS INSURANCE GP COMMON STOCK USD1.0,G9618E107,668,577225
HJ18,WILDHORSE RESOURCE DEVELOPME COMMON STOCK USD.01,96812T102,11114,270070
HJ18,WR BERKLEY CORP COMMON STOCK USD.2,'084423102,4467,331005
HJ18,XEROX CORP COMMON STOCK USD1.0,'984121608,6394,193546
HJ18,XL GROUP LTD COMMON STOCK,G98294104,13183,735348
HJ18,YY INC ADR ADR USD.00001,98426T106,2335,223576
HJ20,AECOM COMMON STOCK USD.01,00766T100,13675,502556
HJ20,AMERICAN INTERNATIONAL GROUP COMMON STOCK USD2.5,'026874784,11875,646713
HJ20,ARRIS INTERNATIONAL PLC COMMON STOCK GBP.0001,G0551A103,25750,709670
HJ20,BROADCOM INC COMMON STOCK,11135F101,2075,517899
HJ20,CAESARS ENTERTAINMENT CORP COMMON STOCK USD.01,'127686103,56650,665638
HJ20,CHUBB LTD COMMON STOCK,H1467J104,3075,419768
HJ20,COMCAST CORP CLASS A COMMON STOCK USD.01,20030N101,18525,616327
HJ20,DOWDUPONT INC COMMON STOCK USD.01,26078J100,6725,457704
HJ20,EQT CORP COMMON STOCK,26884L109,8300,407862
HJ20,GAMING AND LEISURE PROPERTIE REIT,36467J108,12104,420251
HJ20,GCI LIBERTY INC   CLASS A COMMON STOCK,36164V305,10350,545342
HJ20,GILEAD SCIENCES INC COMMON STOCK USD.001,'375558103,5825,440836
HJ20,IQVIA HOLDINGS INC COMMON STOCK USD.01,46266C105,4925,488806
HJ20,KONINKLIJKE PHILIPS NVR  NY NY REG SHRS,'500472303,17800,727842
HJ20,LENNAR CORP A COMMON STOCK USD.1,'526057104,7325,422213
HJ20,LIBERTY MEDIA CORP LIBERTY C TRACKING STK USD.01,'531229854,18200,553462
HJ20,LKQ CORP COMMON STOCK USD.01,'501889208,10475,410934
HJ20,MACQUARIE INFRASTRUCTURE COR COMMON STOCK USD.001,55608B105,12050,479590
HJ20,METLIFE INC COMMON STOCK USD.01,59156R108,10850,509950
HJ20,NORWEGIAN CRUISE LINE HOLDIN COMMON STOCK USD.001,G66721104,11250,623588
HJ20,NRG ENERGY INC COMMON STOCK USD.01,'629377508,23300,731154
HJ20,PACKAGING CORP OF AMERICA COMMON STOCK USD.01,'695156109,4100,476338
HJ20,QORVO INC COMMON STOCK USD.0001,74736K101,7900,577648
HJ20,SABRE CORP COMMON STOCK USD.01,78573M104,28975,591670
HJ20,SPIRIT REALTY CAPITAL INC REIT USD.01,84860W102,73250,591128
HJ20,TEMPUR SEALY INTERNATIONAL I COMMON STOCK USD.01,88023U101,9225,399350
HJ20,ULTA BEAUTY INC COMMON STOCK USD.01,90384S303,2250,524340
HJ20,VICI PROPERTIES INC REIT,'925652109,19189,352694
